word,ipa,meaningVi,definitionEn,exampleEn,exampleVi,partOfSpeech,level
the full weight of the law,,sức mạnh của pháp luật,"all the strictest punishments available according to the laws of a
country.","In order to deter crime, the full weight of the law must be
imposed for all serious offences.","Để hạn chế tội phạm, cần áp dụng sức mạnh của pháp luật đối với
tất cả những hành vi vi phạm pháp luật nghiêm trọng.",phrase,IELTS
to impose a ban on sth,,ban hành lệnh cấm với cái gì,"to enforce an official rule which says that something is not
allowed","Most governments have imposed a ban on the sale of tobacco
to those aged under 16.","Hầu hết các chính phủ đều ban hành lệnh cấm bán thuốc lá cho
người dưới 16.",phrase,IELTS
to convict a criminal,,kết án tù ai đó,to find an offender guilty and to punish them,"Once the courts have convicted a criminal, the punishment
should be severe.","Một khi tòa đã tuyên án, hình phạt phải được thực thi.",phrase,IELTS
law-abiding citizens,,người tuân thủ pháp luật,people who obey and respect the law,"The government could take some effective steps to protect law-
abiding citizens.","Chính phủ cần có biện pháp hiệu quả để bảo vệ những công dân
tuân thủ pháp luật.",phrase,IELTS
to enforce the law,,thực thi pháp luật,to make sure that the law is obeyed,The role of the police and the courts is to enforce the law.,Vai trò của cảnh sát và tòa án là thực thi pháp luật.,phrase,IELTS
capital punishment,,án tử hình,punishment by death,"In some states of America, those who commit murder are
sometimes sentenced to capital punishment.","Ở một số bang của nước Mỹ, những người phạm tội giết người phải
chịu án tử hình.",phrase,IELTS
forensic evidence,,bằng chứng pháp y,"connected with the scientific tests conducted by the police when
investigating a crime","Modern police methods include the use of forensic evidence,
such as DNA samples, to investigate crimes.","Những phương pháp hiện đại của cảnh sát bao gồm việc sử dụng
các bằng chứng pháp y, ví dụ như lấy mẫu DNA để điều tra tội phạm.",phrase,IELTS
to instal surveillance cameras,,cài đặt camera giám sát,to put cameras in a place where a crime is likely to be committed,"The security company has installed surveillance cameras at all
the entrances and exits of the shopping mall.","Công ty an ninh đã cài đặt những camera giám sát ở tất cả cửa ra
vào và cửa thoát hiểm của khu mua sắm.",phrase,IELTS
to put on probation,,chịu án treo,"to make a convicted person see an official at regular intervals to
check on their good behavior, as an alternative to going to prison","The young offender was put on probation, as his crime was not
serious enough to send him to prison.","Thanh niên phạm tội được hưởng án treo vì tội trạng của anh ta
không nghiêm trọng tới mức phải ở tù.",phrase,IELTS
to punish wrongdoers,,trừng trị người phạm tội,to punish people who do something illegal,"Stricter measures must be introduced by governments to punish
wrongdoers.","Những biện pháp nghiêm khắc hơn cần được chính phủ đưa ra để
trừng trị kẻ phạm tội.",phrase,IELTS
to arrest suspects,,tạm giam đối tượng tình nghi,"to stop and hold people who the police think may have
committed a crime","The government should give the police greater powers to arrest
suspects.","Chính phủ cần trao quyền hạn nhiều hơn cho cảnh sát để bắt tạm
giam kẻ tình nghi.",phrase,IELTS
the letter of the law,,tính xác đáng của thuật ngữ pháp lý,"the exact wording of the law, without considering any excuses","I believe that the courts must apply the strict letter of the law
and impose the harshest possible sentences on criminals.","Tôi tin rằng các tòa án cần áp dụng tính xác đáng trong thuật ngữ
pháp lý một cách khắt khe và áp dụng hình phạt nặng nhất có thể đối với
những kẻ phạm tội.",phrase,IELTS
a work of art/a work of music/a work of literature,,một tác phẩm hội họa/ âm nhạc/ văn học,"a painting, sculpture, book, play, piece of music etc","Shakespeare's plays are considered as one of the greatest works of
literature in the English language.","Những vở kịch của Shakespeare được coi là một trong những tác phẩm
văn học bằng tiếng Anh vĩ đại nhất.",phrase,IELTS
the aesthetic qualities of something,,chất lượng thẩm mỹ của cái gì,"The qualities related to beauty and understanding the beauty of
something.","One advantage of studying the arts is that students learn to
appreciate the aesthetic qualities of paintings, literature and music.","Một trong những ưu điểm của việc học nghệ thuật là học sinh có thể
hiểu và trân trọng chất lượng thẩm mỹ của những bức họa, tác phẩm văn học
và âm nhạc.",phrase,IELTS
the portrayal of something/somebody,,"miêu tả chân dung/ khắc họa chân
dung ai đó","the act of showing or describing something/somebody in a book,
painting, play or film","In the past, the portrayal of women in art was often as possessions,
owned by rich men.","Trước đây, việc khắc họa chân dung phụ nữ được coi là đặc quyền của
người giàu.",phrase,IELTS
a private viewing,,đi xem trước triển lãm,"an occasion when a few people are invited to look at an exhibition
of paintings before it is open to the public.","Paintings are sometimes considered as a form of investment, and art
dealers arrange private viewings for art collectors to purchase works of value.","Hội họa đôi khi được coi như một hình thức đầu tư, và các nhà buôn
bán nghệ thuật sắp xếp những buổi xem trước triển lãm để những nhà sưu
tập tranh có thể xem xét, định giá.",phrase,IELTS
to be a connoisseur of,,người am hiểu cái gì đó,"an expert on matters involving the judgment of beauty, quality or
skill in art or music","In order to enjoy beautiful paintings, it is not necessary to be a
connoisseur of works of art.","Không cần phải là một người am hiểu nghệ thuật mới có thể thưởng
thức vẻ đẹp của những bức họa.",phrase,IELTS
a priceless portrait,,bức chân dung vô giá,a painting of a person that is extremely valuable,"Private art collections may sometimes include priceless portraits of
kings or queens painted by famous artists.","Bộ sưu tập tranh cá nhân đôi khi bao gồm cả những bức chân dung vô
giá của những vị vua và hoàng hậu được vẽ bởi những họa sĩ nổi tiếng.",phrase,IELTS
to commission a work of art,,đặt làm/ mua một tác phẩm nghệ thuật,"to officially ask somebody to paint a picture or compose a piece of
music for you","Artists in the past often relied on wealthy people to
commissionpaintings or music from them.","Nghệ sĩ trước kia thường trông chờ người giàu có đặt mua những bức
tranh hay bản nhạc của họ.",phrase,IELTS
